university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,wikidata_entity,wikidata_country,award,city_id,country_id,region_id,research_output_id
National Taiwan University (NTU),2017,68,70.2,https://www.topuniversities.com/universities/national-taiwan-university-ntu,Taiwan,Taipei City,Asia,https://www.topuniversities.com/sites/default/files/national-taiwan-university-ntu_592560cf2aeae70239af4c3c_small.jpg,Public,Very High,10.0,"5,058",L,"2,939",http://www.wikidata.org/entity/Q32746,http://www.wikidata.org/entity/Q865,2017:68,CityTaipeiCityTaiwan,CountryTaiwan,RegionAsia,VeryHigh
University of Copenhagen,2017,68,70.2,https://www.topuniversities.com/universities/university-copenhagen,Denmark,Copenhagen,Europe,https://www.topuniversities.com/sites/default/files/university-of-copenhagen_141_small.jpg,Public,Very High,4.0,"4,135",XL,"7,293",http://www.wikidata.org/entity/Q186285,http://www.wikidata.org/entity/Q756617,2017:68,CityCopenhagenDenmark,CountryDenmark,RegionEurope,VeryHigh
Georgia Institute of Technology,2017,71,69.8,https://www.topuniversities.com/universities/georgia-institute-technology,United States,Atlanta,North America,https://www.topuniversities.com/sites/default/files/georgia-institute-of-technology_225_small.jpg,Public,Very High,19.0,"5,675",L,"1,267",http://www.wikidata.org/entity/Q864855,http://www.wikidata.org/entity/Q30,2017:71,CityAtlantaUnitedStates,CountryUnitedStates,RegionNorthAmerica,VeryHigh
Ruprecht-Karls-Universität Heidelberg,2017,72,69.7,https://www.topuniversities.com/universities/ruprecht-karls-universitat-heidelberg,Germany,Heidelberg,Europe,https://www.topuniversities.com/sites/default/files/ruprecht-karls-universitaet-heidelberg_259_small.jpg,Public,Very High,5.0,"4,048",L,"4,100",http://www.wikidata.org/entity/Q151510,http://www.wikidata.org/entity/Q183,2017:72,CityHeidelbergGermany,CountryGermany,RegionEurope,VeryHigh
Lund University,2017,73,69.1,https://www.topuniversities.com/universities/lund-university,Sweden,Lund,Europe,https://www.topuniversities.com/sites/default/files/lund-university_371_small.jpg,Public,Very High,9.0,"6,682",L,"3,040",http://www.wikidata.org/entity/Q218506,http://www.wikidata.org/entity/Q34,2017:73,CityLundSweden,CountrySweden,RegionEurope,VeryHigh
Durham University,2017,74,68.8,https://www.topuniversities.com/universities/durham-university,United Kingdom,Durham,Europe,https://www.topuniversities.com/sites/default/files/durham-university_170_small.jpg,Public,Very High,11.0,"6,174",L,"1,775",http://www.wikidata.org/entity/Q458393,http://www.wikidata.org/entity/Q145,2017:74,CityDurhamUnitedKingdom,CountryUnitedKingdom,RegionEurope,VeryHigh
Tohoku University,2017,75,68.7,https://www.topuniversities.com/universities/tohoku-university,Japan,Sendai City,Asia,https://www.topuniversities.com/sites/default/files/tohoku-university_611_small.jpg,Public,Very High,5.0,"1,872",L,"3,323",http://www.wikidata.org/entity/Q1062129,http://www.wikidata.org/entity/Q17,2017:75,CitySendaiCityJapan,CountryJapan,RegionAsia,VeryHigh
University of Nottingham,2017,75,68.7,https://www.topuniversities.com/universities/university-nottingham,United Kingdom,Nottingham,Europe,https://www.topuniversities.com/sites/default/files/the-university-of-nottingham_592560cf2aeae70239af4c4e_small.jpg,Public,Very High,10.0,"9,659",XL,"3,386",http://www.wikidata.org/entity/Q472316,http://www.wikidata.org/entity/Q145,2017:75,CityNottinghamUnitedKingdom,CountryUnitedKingdom,RegionEurope,VeryHigh
University of St Andrews,2017,77,68.2,https://www.topuniversities.com/universities/university-st-andrews,United Kingdom,St. Andrews,Europe,https://www.topuniversities.com/sites/default/files/university-of-st-andrews_570_small.jpg,Public,Very High,8.0,"4,377",M,"1,208",http://www.wikidata.org/entity/Q216273,http://www.wikidata.org/entity/Q145,2017:77,CitySt.AndrewsUnitedKingdom,CountryUnitedKingdom,RegionEurope,VeryHigh
"University of North Carolina, Chapel Hill",2017,78,68.1,https://www.topuniversities.com/universities/university-north-carolina-chapel-hill,United States,Chapel Hill,North America,https://www.topuniversities.com/sites/default/files/university-of-north-carolina-chapel-hill_424_small.jpg,Public,Very High,7.0,"2,749",XL,"4,646",http://www.wikidata.org/entity/Q192334,http://www.wikidata.org/entity/Q30,2017:78,CityChapelHillUnitedStates,CountryUnitedStates,RegionNorthAmerica,VeryHigh
KU Leuven,2017,79,67.9,https://www.topuniversities.com/universities/ku-leuven,Belgium,Leuven,Europe,https://www.topuniversities.com/sites/default/files/ku-leuven_592560cf2aeae70239af4aec_small.jpg,Public,Very High,18.0,"8,485",XL,"2,677",http://www.wikidata.org/entity/Q833670,http://www.wikidata.org/entity/Q31,2017:79,CityLeuvenBelgium,CountryBelgium,RegionEurope,VeryHigh
University of Zurich,2017,80,67.8,https://www.topuniversities.com/universities/university-zurich,Switzerland,Zürich,Europe,https://www.topuniversities.com/sites/default/files/university-of-zurich_693_small.jpg,Public,Very High,6.0,"5,044",L,"3,761",http://www.wikidata.org/entity/Q206702,http://www.wikidata.org/entity/Q39,2017:80,CityZurichSwitzerland,CountrySwitzerland,RegionEurope,VeryHigh
The University of Auckland,2017,81,67.3,https://www.topuniversities.com/universities/university-auckland,New Zealand,Auckland,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-auckland_592560cf2aeae70239af4aa8_small.jpg,Public,Very High,12.0,"9,924",L,"2,316",http://www.wikidata.org/entity/Q492467,http://www.wikidata.org/entity/Q664,2017:81,CityAucklandNewZealand,CountryNewZealand,RegionOceania,VeryHigh
University of Birmingham,2017,82,67.2,https://www.topuniversities.com/universities/university-birmingham,United Kingdom,Birmingham,Europe,https://www.topuniversities.com/sites/default/files/university-of-birmingham_59_small.jpg,Public,Very High,9.0,"10,457",XL,"3,586",http://www.wikidata.org/entity/Q223429,http://www.wikidata.org/entity/Q145,2017:82,CityBirminghamUnitedKingdom,CountryUnitedKingdom,RegionEurope,VeryHigh
Pohang University of Science And Technology (POSTECH),2017,83,67.0,https://www.topuniversities.com/universities/pohang-university-science-technology-postech,South Korea,Pohang ,Asia,https://www.topuniversities.com/sites/default/files/pohang-university-of-science-and-technology-postech_592560cf2aeae70239af4c7b_small.jpg,Private,Very High,4.0,87,S,743,http://www.wikidata.org/entity/Q40018,http://www.wikidata.org/entity/Q884,2017:83,CityPohangSouthKorea,CountrySouthKorea,RegionAsia,VeryHigh
The University of Sheffield,2017,84,66.9,https://www.topuniversities.com/universities/university-sheffield,United Kingdom,Sheffield,Europe,https://www.topuniversities.com/sites/default/files/the-university-of-sheffield_592560cf2aeae70239af4cb1_small.jpg,Public,Very High,8.0,"11,090",L,"3,463",http://www.wikidata.org/entity/Q823917,http://www.wikidata.org/entity/Q145,2017:84,CitySheffieldUnitedKingdom,CountryUnitedKingdom,RegionEurope,VeryHigh
Universidad de Buenos Aires (UBA),2017,85,65.8,https://www.topuniversities.com/universities/universidad-de-buenos-aires-uba,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-buenos-aires-uba_78_small.jpg,Public,Very High,7.0,"29,516",XL,"16,103",http://www.wikidata.org/entity/Q194223,http://www.wikidata.org/entity/Q414,2017:85,CityBuenosAiresArgentina,CountryArgentina,RegionLatinAmerica,VeryHigh
"University of California, Davis",2017,85,65.8,https://www.topuniversities.com/universities/university-california-davis,United States,Davis,North America,https://www.topuniversities.com/sites/default/files/university-of-california-davis_592560cf2aeae70239af4ad8_small.jpg,Public,Very High,10.0,"8,414",XL,"3,420",http://www.wikidata.org/entity/Q129421,http://www.wikidata.org/entity/Q30,2017:85,CityDavisUnitedStates,CountryUnitedStates,RegionNorthAmerica,VeryHigh
University of Southampton,2017,87,65.6,https://www.topuniversities.com/universities/university-southampton,United Kingdom,Southampton,Europe,https://www.topuniversities.com/sites/default/files/university-of-southampton_567_small.jpg,Public,Very High,9.0,"8,417",L,"2,468",http://www.wikidata.org/entity/Q76473,http://www.wikidata.org/entity/Q145,2017:87,CitySouthamptonUnitedKingdom,CountryUnitedKingdom,RegionEurope,VeryHigh
The Ohio State University,2017,88,65.4,https://www.topuniversities.com/universities/ohio-state-university,United States,Columbus,North America,https://www.topuniversities.com/sites/default/files/the-ohio-state-university_465_small.jpg,Public,Very High,9.0,"7,029",XL,"6,388",http://www.wikidata.org/entity/Q309331,http://www.wikidata.org/entity/Q30,2017:88,CityColumbusUnitedStates,CountryUnitedStates,RegionNorthAmerica,VeryHigh
Boston University,2017,89,65.2,https://www.topuniversities.com/universities/boston-university,United States,Boston,North America,https://www.topuniversities.com/sites/default/files/boston-university_592560cf2aeae70239af4ac2_small.jpg,Private,Very High,10.0,"8,159",L,"2,642",http://www.wikidata.org/entity/Q49110,http://www.wikidata.org/entity/Q30,2017:89,CityBostonUnitedStates,CountryUnitedStates,RegionNorthAmerica,VeryHigh
Rice University,2017,90,65.0,https://www.topuniversities.com/universities/rice-university,United States,Houston,North America,https://www.topuniversities.com/sites/default/files/rice-university_524_small.jpg,Private,Very High,7.0,"2,278",M,996,http://www.wikidata.org/entity/Q842909,http://www.wikidata.org/entity/Q30,2017:90,CityHoustonUnitedStates,CountryUnitedStates,RegionNorthAmerica,VeryHigh
University of Helsinki,2017,91,64.7,https://www.topuniversities.com/universities/university-helsinki,Finland,Helsinki,Europe,https://www.topuniversities.com/sites/default/files/university-of-helsinki_260_small.jpg,Public,Very High,8.0,"1,254",L,"2,855",http://www.wikidata.org/entity/Q28695,http://www.wikidata.org/entity/Q33,2017:91,CityHelsinkiFinland,CountryFinland,RegionEurope,VeryHigh
Purdue University,2017,92,64.5,https://www.topuniversities.com/universities/purdue-university,United States,West Lafayette,North America,https://www.topuniversities.com/sites/default/files/purdue-university_510_small.jpg,Public,Very High,15.0,"8,034",XL,"2,622",http://www.wikidata.org/entity/Q217741,http://www.wikidata.org/entity/Q30,2017:92,CityWestLafayetteUnitedStates,CountryUnitedStates,RegionNorthAmerica,VeryHigh
University of Leeds,2017,93,64.2,https://www.topuniversities.com/universities/university-leeds,United Kingdom,Leeds,Europe,https://www.topuniversities.com/sites/default/files/university-of-leeds_338_small.jpg,Public,Very High,10.0,"11,584",XL,"3,593",http://www.wikidata.org/entity/Q503424,http://www.wikidata.org/entity/Q145,2017:93,CityLeedsUnitedKingdom,CountryUnitedKingdom,RegionEurope,VeryHigh
University of Alberta,2017,94,64.0,https://www.topuniversities.com/universities/university-alberta,Canada,Edmonton,North America,https://www.topuniversities.com/sites/default/files/university-of-alberta_15_small.jpg,Public,Very High,9.0,"9,689",XL,"3,645",http://www.wikidata.org/entity/Q640694,http://www.wikidata.org/entity/Q16,2017:94,CityEdmontonCanada,CountryCanada,RegionNorthAmerica,VeryHigh
Pennsylvania State University,2017,95,63.6,https://www.topuniversities.com/universities/pennsylvania-state-university,United States,University Park,North America,https://www.topuniversities.com/sites/default/files/pennsylvania-state-university_494_small.jpg,Public,Very High,11.0,"6,943",XL,"4,207",http://www.wikidata.org/entity/Q739627,http://www.wikidata.org/entity/Q30,2017:95,CityUniversityParkUnitedStates,CountryUnitedStates,RegionNorthAmerica,VeryHigh
University of Geneva,2017,95,63.6,https://www.topuniversities.com/universities/university-geneva,Switzerland,Geneva,Europe,https://www.topuniversities.com/sites/default/files/university-of-geneva_221_small.jpg,Public,Very High,9.0,"6,547",L,"1,814",http://www.wikidata.org/entity/Q503473,http://www.wikidata.org/entity/Q39,2017:95,CityGenevaSwitzerland,CountrySwitzerland,RegionEurope,VeryHigh
KTH Royal Institute of Technology ,2017,97,63.1,https://www.topuniversities.com/universities/kth-royal-institute-technology,Sweden,Stockholm,Europe,https://www.topuniversities.com/sites/default/files/kth-royal-institute-of-technology-_592560cf2aeae70239af4c9b_small.jpg,Public,Very High,8.0,"3,057",L,"3,600",http://www.wikidata.org/entity/Q854280,http://www.wikidata.org/entity/Q34,2017:97,CityStockholmSweden,CountrySweden,RegionEurope,VeryHigh
Uppsala University,2017,98,62.8,https://www.topuniversities.com/universities/uppsala-university,Sweden,Uppsala,Europe,https://www.topuniversities.com/sites/default/files/uppsala-university_643_small.jpg,Public,Very High,10.0,"8,401",L,"2,843",http://www.wikidata.org/entity/Q185246,http://www.wikidata.org/entity/Q34,2017:98,CityUppsalaSweden,CountrySweden,RegionEurope,VeryHigh
Korea University,2017,98,62.8,https://www.topuniversities.com/universities/korea-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/korea-university_325_small.jpg,Private,Very High,6.0,"3,325",L,"4,026",http://www.wikidata.org/entity/Q39997,http://www.wikidata.org/entity/Q884,2017:98,CitySeoulSouthKorea,CountrySouthKorea,RegionAsia,VeryHigh
"Trinity College Dublin, The University of Dublin",2017,98,62.8,https://www.topuniversities.com/universities/trinity-college-dublin-university-dublin,Ireland,Dublin,Europe,https://www.topuniversities.com/sites/default/files/trinity-college-dublin-the-university-of-dublin_167_small.jpg,Public,Very High,12.0,"5,593",L,"1,383",http://www.wikidata.org/entity/Q258464,http://www.wikidata.org/entity/Q27,2017:98,CityDublinIreland,CountryIreland,RegionEurope,VeryHigh
"KIT, Karlsruhe Institute of Technology",2017,98,62.8,https://www.topuniversities.com/universities/kit-karlsruhe-institute-technology,Germany,Karlsruhe,Europe,https://www.topuniversities.com/sites/default/files/kit-karlsruhe-institute-of-technology_310_small.jpg,Public,Very High,10.0,"5,030",L,"2,080",http://www.wikidata.org/entity/Q309988,http://www.wikidata.org/entity/Q183,2017:98,CityKarlsruheGermany,CountryGermany,RegionEurope,VeryHigh
Leiden University,2017,102,62.7,https://www.topuniversities.com/universities/leiden-university,Netherlands,Leiden,Europe,https://www.topuniversities.com/sites/default/files/leiden-university_340_small.jpg,Public,Very High,12.0,"6,064",XL,"2,069",http://www.wikidata.org/entity/Q156598,http://www.wikidata.org/entity/Q29999,2017:102,CityLeidenNetherlands,CountryNetherlands,RegionEurope,VeryHigh
The University of Western Australia,2017,102,62.7,https://www.topuniversities.com/universities/university-western-australia,Australia,Perth,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-western-australia_673_small.jpg,Public,Very High,12.0,"9,017",L,"1,539",http://www.wikidata.org/entity/Q1517021,http://www.wikidata.org/entity/Q408,2017:102,CityPerthAustralia,CountryAustralia,RegionOceania,VeryHigh
Utrecht University,2017,104,62.4,https://www.topuniversities.com/universities/utrecht-university,Netherlands,Utrecht,Europe,https://www.topuniversities.com/sites/default/files/utrecht-university_646_small.jpg,Public,Very High,10.0,"4,454",XL,"3,254",http://www.wikidata.org/entity/Q221653,http://www.wikidata.org/entity/Q29999,2017:104,CityUtrechtNetherlands,CountryNetherlands,RegionEurope,VeryHigh
University of Science and Technology of China,2017,104,62.4,https://www.topuniversities.com/universities/university-science-technology-china,China (Mainland),Hefei,Asia,https://www.topuniversities.com/sites/default/files/university-of-science-and-technology-of-china_122_small.jpg,Public,Very High,7.0,"1,019",L,"2,708",http://www.wikidata.org/entity/Q1074103,http://www.wikidata.org/entity/Q148,2017:104,CityHefeiChina(Mainland),CountryChina(Mainland),RegionAsia,VeryHigh
